Title,Subtitle,Authors,ISBN,LCC,Publish Date,Description,Thumbnail,Small,Medium,Large,Preview
Introduction to the Team Software Process(sm),"","",9780201477191,QA76.758 H859 2000,2000,TSPi overview; The logic of the team software process; The TSPi process; The team roles; Using the TSPi; Teamwork.,http://bks8.books.google.com/books?id=ffviKePKTRcC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=ffviKePKTRcC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=ffviKePKTRcC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=ffviKePKTRcC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=ffviKePKTRcC&printsec=frontcover&dq=isbn:9780201477191&hl=&cd=1&source=gbs_api
A Discipline for Software Engineering,"",Watts S Humphrey,9780201546101,QA76.758 H857 1995,1995,"This new work from Watts Humphrey, author of the influential book, Managing the Software Process, broadens his orderly view of software process management, and lays the foundation for a disciplined approach to software engineering. In his earlier book, the author developed concrete methods for managing software development and maintenance. These methods, now commonly practiced in industry, provide programmers and managers with specific steps they can take to evaluate and improve their software capabilities. In this new book, Humphrey scales those methods down to a personal level, helping software engineers develop the skills and habits needed to plan, track, and analyze large, complex projects. Humphrey and others have used material from this book to train professionals and students around the world in a projects-oriented software engineering course. First establishing the need for discipline in software engineering, and the benefits to practitioners of learning how to manage their personal software process, Humphrey then develops a model that they can use to monitor, test, and improve their work. Examples drawn from industry enhance the practical focus of the book, while project exercises give readers the opportunity to practice software process management as they learn it. Features: presents concepts and methods for a disciplined software engineering process; scales down industrial practices for planning, tracking, analysis, and defect management to fit the needs of small-scale program development; and shows how small project disciplines provide a solid base for larger projects.",http://bks0.books.google.com/books?id=e6dQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks0.books.google.com/books?id=e6dQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks0.books.google.com/books?id=e6dQAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks0.books.google.com/books?id=e6dQAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=e6dQAAAAMAAJ&dq=isbn:9780201546101&hl=&cd=1&source=gbs_api
Fundamentals of Software Engineering,"","Carlo Ghezzi, Mehdi Jazayeri, Dino Mandrioli",9780138204327,QA76.758 G47 1991,1991,M->CREATED,http://bks2.books.google.com/books?id=ZaNQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks2.books.google.com/books?id=ZaNQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks2.books.google.com/books?id=ZaNQAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks2.books.google.com/books?id=ZaNQAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=ZaNQAAAAMAAJ&dq=isbn:9780138204327&hl=&cd=1&source=gbs_api
Introduction to software engineering design,"processes, principles, and patterns with UML2",Christopher John Fox,9780321410139,QA76.758 F685 2006,2006-05-14,"The focus of Introduction to Software Engineering Designis the processes, principles and practices used to design software products. The discipline of design, generic design processes, and managing design are introduced in Part I. Part II covers software product design, use case modeling, and user interface design. Part III of the book is its core and covers enginnering data anyalysis, including conceptual modeling, and both architectural and detailed engineering design. This book is for anyone interested in learning software design.",http://bks0.books.google.com/books?id=JiIiAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks0.books.google.com/books?id=JiIiAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks0.books.google.com/books?id=JiIiAQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks0.books.google.com/books?id=JiIiAQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=JiIiAQAAIAAJ&dq=isbn:9780321410139&hl=&cd=1&source=gbs_api
Software Metrics,,"Norman E. Fenton, Shari Lawrence Pfleeger",9780534956004,QA76.758.F46 1997,1997,,,,,,
Managing and Leading Software Projects,"",Richard E. Fairley,9780470294550,QA76.758 F35 2009,2009-02-09,"The book is organized around basic principles of software project management: planning and estimating, measuring and controlling, leading and communicating, and managing risk. Introduces software development methods, from traditional (hacking, requirements to code, and waterfall) to iterative (incremental build, evolutionary, agile, and spiral). Illustrates and emphasizes tailoring the development process to each project, with a foundation in the fundamentals that are true for all development methods. Topics such as the WBS, estimation, schedule networks, organizing the project team, and performance reporting are integrated, rather than being relegating to appendices. Each chapter in the book includes an appendix that covers the relevant topics from CMMI-DEV-v1.2, IEEE/ISO Standards 12207, IEEE Standard 1058, and the PMI Body of Knowledge.",http://bks6.books.google.com/books?id=uH_0kQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks6.books.google.com/books?id=uH_0kQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks6.books.google.com/books?id=uH_0kQEACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks6.books.google.com/books?id=uH_0kQEACAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=uH_0kQEACAAJ&dq=isbn:9780470294550&hl=&cd=1&source=gbs_api
Dare to Be Excellent,Case Studies of Software Engineering Practices That Worked,"Alka Jarvis, Linda J. Hayes",9780130811561,QA76.758 D367 1999,1999,"Jarvis and Hayes have gathered the best practices from the world's highest-quality software development organizations. Each chapter describes a real-world problem and how it was identified, addressed, and fixed in case studies from Cisco, Intel, Texas Instruments, Primark Investment Management, Phoenix Technologies, Tandem Telecommunications and other world leaders.",http://bks5.books.google.com/books?id=1A6uPwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks5.books.google.com/books?id=1A6uPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks5.books.google.com/books?id=1A6uPwAACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks5.books.google.com/books?id=1A6uPwAACAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=1A6uPwAACAAJ&dq=isbn:9780130811561&hl=&cd=1&source=gbs_api
Cmmi for Outsourcing,"Guidelines for Software, Systems, And It Acquisition",HUBERT F AUTOR HOFMANN,9780321477170,QA76.758 C558 2007,2007,This definitive introduction to CMMI-ACQ and its use in all phases of technology acquisition explains how CMMI-ACQ combines the SEIs unparalleled knowledge of software process improvement with new techniques developed for GMs $16 billion technology acquisition program. The book reflects the unique insights of four SEI and GM experts who helped create CMMI-ACQ and implemented it for the first time.,http://bks3.books.google.com/books?id=o7IxAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks3.books.google.com/books?id=o7IxAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks3.books.google.com/books?id=o7IxAAAACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks3.books.google.com/books?id=o7IxAAAACAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=o7IxAAAACAAJ&dq=isbn:9780321477170&hl=&cd=1&source=gbs_api
Component-based software engineering,putting the pieces together,"George T. Heineman, William T. Councill",9780201704853,QA76.758 C58 2001,2001,"Component-Based Software Engineering (CBSE) is the way to produce software fast. This book presents the concepts in CBSE. While detailing both the advantages and the limitations of CBSE, it covers every aspect of component engineering, from software engineering practices to the design of software component infrastructure, technologies, and system.",http://bks8.books.google.com/books?id=L4c_AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks8.books.google.com/books?id=L4c_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks8.books.google.com/books?id=L4c_AQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks8.books.google.com/books?id=L4c_AQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=L4c_AQAAIAAJ&dq=isbn:9780201704853&hl=&cd=1&source=gbs_api
,,,9790134897256,QA76.758.B785 2000,,,,,,,
The mythical man-month,essays on software engineering,Frederick Phillips Brooks,9780201835953,QA76.758 B75 1995,1995,"Few books on software project management have been as influential and timeless as The Mythical Man-Month. With a blend of software engineering facts and thought-provoking opinions, Fred Brooks offers insight for anyone managing complex projects. These essays draw from his experience as project manager for the IBM System/360 computer family and then for OS/360, its massive software system. Now, 20 years after the initial publication of his book, Brooks has revisited his original ideas and added new thoughts and advice, both for readers already familiar with his work and for readers discovering it for the first time. The added chapters contain (1) a crisp condensation of all the propositions asserted in the original book, including Brooks'central argument in The Mythical Man-Month:that large programming projects suffer management problems different from small ones due to the division of lab∨ that the conceptual integrity of the product is therefore critical; and that it is difficult but possible to achieve this unity; (2) Brooks'view of these propositions a generation later; (3) a reprint of his classic 1986 paper No Silver Bullet; and (4) today's thoughts on the 1986 assertion, There will be no silver bullet within ten years.",http://bks9.books.google.com/books?id=fUYPAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks9.books.google.com/books?id=fUYPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks9.books.google.com/books?id=fUYPAQAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks9.books.google.com/books?id=fUYPAQAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=fUYPAQAAMAAJ&dq=isbn:9780201835953&hl=&cd=1&source=gbs_api
